0	8.600000
1	8.600000
2	12.666667
3	11.466667
4	9.400000
5	21.266667
6	7.733333
7	10.600000
8	19.066667
9	10.733333
10	17.533333
11	6.600000
12	10.600000
13	19.600000
14	13.466667
15	18.400000
16	22.000000
17	19.266667
18	10.666667
19	10.800000
20	12.000000
21	9.600000
22	16.133333
23	6.266667
24	14.666667
25	18.133333
26	18.333333
27	15.000000
28	7.333333
29	1.000000
30	6.400000
31	27.200000
32	11.000000
33	4.933333
34	2.600000
35	9.266667
36	5.933333
37	14.333333
38	10.200000
39	14.933333
40	18.866667
41	15.800000
42	13.666667
43	19.733333
44	16.666667
45	10.600000
46	1.866667
47	22.466667
48	10.866667
49	9.600000
50	8.666667
51	20.400000
52	10.733333
53	16.133333
54	10.933333
55	9.200000
56	8.733333
57	12.400000
58	17.800000
59	3.133333
60	9.733333
61	15.600000
62	18.000000
63	24.400000
64	5.066667
65	0.200000
66	4.666667
67	18.400000
68	3.933333
69	17.733333
70	7.266667
71	19.066667
72	8.866667
73	2.000000
74	7.266667
75	14.333333
76	8.600000
77	13.933333
78	20.533333
79	5.666667
80	30.933333
81	27.466667
82	21.200000
83	17.866667
84	6.866667
85	0.000000
86	16.400000
87	11.200000
88	10.466667
89	10.000000
90	15.200000
91	9.733333
92	3.533333
93	12.933333
94	8.266667
95	4.066667
96	16.066667
97	21.066667
98	9.333333
99	12.866667
100	42.000000
101	10.533333
102	9.066667
103	13.466667
104	8.333333
105	18.133333
106	20.066667
107	9.666667
108	9.066667
109	4.266667
110	7.533333
111	5.933333
112	11.066667
113	14.133333
114	4.933333
115	7.266667
116	18.266667
117	10.000000
118	18.266667
119	16.133333
120	15.533333
121	7.800000
122	9.933333
123	2.000000
124	6.733333
125	8.400000
126	20.333333
127	24.466667
128	9.133333
129	9.266667
130	7.533333
131	19.933333
132	8.666667
133	1.800000
134	12.800000
135	13.200000
136	7.933333
137	11.400000
138	10.800000
139	4.333333
140	30.666667
141	12.600000
142	15.666667
143	1.333333
144	8.133333
145	14.200000
146	17.666667
147	10.400000
148	3.733333
149	6.533333
150	6.600000
151	5.733333
152	6.533333
153	14.200000
154	6.066667
155	13.600000
156	8.066667
157	17.266667
158	5.800000
159	15.066667
160	20.600000
161	7.266667
162	18.066667
163	15.133333
